time_ns,vcc_mV,trigger,reset_n,debug
74250,3298,0,1,0
74500,3296,0,1,0
74750,3294,0,1,0
75000,3298,0,1,1
75250,3292,0,1,1
75500,3292,0,1,1
75750,3297,0,1,1
76000,3295,0,1,1
76250,3295,0,1,1
76500,3298,0,1,1
76750,3299,0,1,1
77000,3296,0,1,1
77250,3300,0,1,1
77500,3295,0,1,1
77750,3300,0,1,1
78000,3295,0,1,1
78250,3300,0,1,1
78500,3300,0,1,1
78750,3299,0,1,1
79000,3296,0,1,1
79250,3301,0,1,1
79500,3296,0,1,1
79750,3297,0,1,1
80000,3301,1,1,1
80250,3298,1,1,1
80500,3295,0,1,1
80750,3295,0,1,1
81000,3295,0,1,1
81250,3294,0,1,1
81500,3295,0,1,1
81750,3296,0,1,1
82000,3318,0,1,1
82250,3263,0,1,1
82500,3249,0,1,1
82750,3235,0,1,1
83000,3245,0,1,1
83250,3292,0,1,1
83500,3291,0,1,1
83750,3289,0,1,1
84000,3291,0,1,1
84250,3286,0,1,1
84500,3291,0,1,1
84750,3291,0,1,1
85000,3289,0,1,1
85250,3286,0,1,1
85500,3288,0,1,0
85750,3290,0,1,0
86000,3291,1,1,0
86250,3293,1,1,0
86500,3294,0,1,0
86750,3290,0,1,0
87000,3297,0,1,0
87250,3296,0,1,0
87500,3294,0,1,0
87750,3300,0,1,0
88000,3298,0,1,0
88250,3358,0,1,0
88500,3363,0,1,0
88750,3360,0,1,0
89000,3348,0,1,0
89250,3303,0,1,0
89500,3304,0,1,0
89750,3304,0,1,0
90000,3306,0,1,1
90250,3305,0,1,1
90500,3309,0,1,1
90750,3304,0,1,1
91000,3309,0,1,1
91250,3307,0,1,1
91500,3305,0,1,1
91750,3306,0,1,1
92000,3304,1,1,1
92250,3309,1,1,1
92500,3310,0,1,1
92750,3308,0,1,1
93000,3305,0,1,1
93250,3306,0,1,1
93500,3308,0,1,1
93750,3304,0,1,1
94000,3305,0,1,1
94250,3246,0,1,1
94500,3242,0,1,0
94750,3244,0,1,0
95000,3252,0,1,0
95250,3305,0,1,0
95500,3304,0,1,0
95750,3301,0,1,0
96000,3304,0,1,0
96250,3305,0,1,0
96500,3301,0,1,0
96750,3304,0,1,0
97000,3303,0,1,0
97250,3306,0,1,0
97500,3301,0,1,0
97750,3304,0,1,0
98000,3304,1,1,0
98250,3303,1,1,0
98500,3303,0,1,0
98750,3307,0,1,0
99000,3304,0,1,0
99250,3304,0,1,0
99500,3311,0,1,0
99750,3309,0,1,0
100000,3308,0,1,0
100250,3363,0,1,0
100500,3372,0,1,0
100750,3366,0,1,0
101000,3359,0,1,0
101250,3310,0,1,0
101500,3307,0,1,0
101750,3312,0,1,0
102000,3305,0,1,0
102250,3309,0,1,0
102500,3310,0,1,0
102750,3306,0,1,0
103000,3304,0,1,0
103250,3305,0,1,0
103500,3303,0,1,0
103750,3300,0,1,0
104000,3301,1,1,0
104250,3297,1,1,0
104500,3298,0,1,0
104750,3301,0,1,0
105000,3297,0,1,1
105250,3299,0,1,1
105500,3296,0,1,1
105750,3292,0,1,1
106000,3296,0,1,1
106250,3238,0,1,1
106500,3225,0,1,1
106750,3232,0,1,1
107000,3240,0,1,1
107250,3293,0,1,1
107500,3288,0,1,1
107750,3291,0,1,1
108000,3288,0,1,1
108250,3289,0,1,1
108500,3294,0,1,1
108750,3294,0,1,1
109000,3290,0,1,1
109250,3291,0,1,1
109500,3291,0,1,1
109750,3290,0,1,1
110000,3293,1,1,1
110250,3294,1,1,1
110500,3294,0,1,1
110750,3292,0,1,1
111000,3298,0,1,1
111250,3296,0,1,1
111500,3294,0,1,1
111750,3297,0,1,1
112000,3298,0,1,1
112250,3353,0,1,1
112500,3366,0,1,1
112750,3355,0,1,1
113000,3350,0,1,1
113250,3299,0,1,1
113500,3298,0,1,1
113750,3300,0,1,1
114000,3296,0,1,1
114250,3298,0,1,1
114500,3295,0,1,1
114750,3299,0,1,1
115000,3292,0,1,1
115250,3293,0,1,1
115500,3298,0,1,0
115750,3296,0,1,0
116000,3294,1,1,0
116250,3296,1,1,0
116500,3292,0,1,0
116750,3296,0,1,0
117000,3292,0,1,0
117250,3295,0,1,0
117500,3292,0,1,0
117750,3294,0,1,0
118000,3294,0,1,0
118250,3238,0,1,0
118500,3232,0,1,0
118750,3239,0,1,0
119000,3249,0,1,0
119250,3295,0,1,0
119500,3294,0,1,0
119750,3297,0,1,0
120000,3299,0,1,1
120250,3301,0,1,1
120500,3299,0,1,1
120750,3301,0,1,1
121000,3304,0,1,1
121250,3302,0,1,1
121500,3302,0,1,1
121750,3304,0,1,1
122000,3308,1,1,1
122250,3305,1,1,1
122500,3310,0,1,1
122750,3311,0,1,1
123000,3313,0,1,1
123250,3310,0,1,1
123500,3308,0,1,1
123750,3314,0,1,1
124000,3309,0,1,1
124250,3368,0,1,1
124500,3377,0,1,0
124750,3370,0,1,0
125000,3357,0,1,0
125250,3313,0,1,0
125500,3311,0,1,0
125750,3307,0,1,0
126000,3308,0,1,0
126250,3311,0,1,0
126500,3309,0,1,0
126750,3307,0,1,0
127000,3307,0,1,0
127250,3302,0,1,0
127500,3304,0,1,0
127750,3306,0,1,0
128000,3301,1,1,0
128250,3301,1,1,0
128500,3304,0,1,0
128750,3304,0,1,0
129000,3303,0,1,0
129250,3300,0,1,0
129500,3301,0,1,0
129750,3300,0,1,0
130000,3304,0,1,0
130250,3241,0,1,0
130500,3238,0,1,0
130750,3244,0,1,0
131000,3252,0,1,0
131250,3301,0,1,0
131500,3306,0,1,0
131750,3305,0,1,0
132000,3304,0,1,0
132250,3302,0,1,0
132500,3303,0,1,0
132750,3302,0,1,0
133000,3306,0,1,0
133250,3308,0,1,0
133500,3302,0,1,0
133750,3304,0,1,0
134000,3304,1,1,0
134250,3305,1,1,0
134500,3307,0,1,0
134750,3302,0,1,0
135000,3300,0,1,1
135250,3300,0,1,1
135500,3299,0,1,1
135750,3299,0,1,1
136000,3301,0,1,1
136250,3354,0,1,1
136500,3366,0,1,1
136750,3352,0,1,1
137000,3346,0,1,1
137250,3297,0,1,1
137500,3294,0,1,1
137750,3292,0,1,1
138000,3296,0,1,1
138250,3290,0,1,1
138500,3288,0,1,1
138750,3293,0,1,1
139000,3291,0,1,1
139250,3289,0,1,1
139500,3287,0,1,1
139750,3291,0,1,1
140000,3288,1,1,1
140250,3289,1,1,1
140500,3288,0,1,1
140750,3285,0,1,1
141000,3291,0,1,1
141250,3286,0,1,1
141500,3286,0,1,1
141750,3288,0,1,1
142000,3287,0,1,1
142250,3234,0,1,1
142500,3223,0,1,1
142750,3234,0,1,1
143000,3245,0,1,1
143250,3293,0,1,1
143500,3292,0,1,1
143750,3295,0,1,1
144000,3294,0,1,1
144250,3298,0,1,1
144500,3300,0,1,1
144750,3298,0,1,1
145000,3301,0,1,1
145250,3301,0,1,1
145500,3301,0,1,0
145750,3299,0,1,0
146000,3300,1,1,0
146250,3298,1,1,0
146500,3299,0,1,0
146750,3300,0,1,0
147000,3300,0,1,0
147250,3303,0,1,0
147500,3303,0,1,0
147750,3303,0,1,0
148000,3303,0,1,0
148250,3353,0,1,0
148500,3364,0,1,0
148750,3358,0,1,0
149000,3345,0,1,0
149250,3299,0,1,0
149500,3297,0,1,0
149750,3296,0,1,0
150000,3298,0,1,1
150250,3299,0,1,1
150500,3297,0,1,1
150750,3298,0,1,1
151000,3300,0,1,1
151250,3301,0,1,1
151500,3299,0,1,1
151750,3297,0,1,1
152000,3297,1,1,1
152250,3297,1,1,1
152500,3303,0,1,1
152750,3302,0,1,1
153000,3305,0,1,1
153250,3307,0,1,1
153500,3305,0,1,1
153750,3308,0,1,1
154000,3306,0,1,1
154250,3251,0,1,1
154500,3242,0,1,0
154750,3252,0,1,0
155000,3261,0,1,0
155250,3308,0,1,0
155500,3311,0,1,0
155750,3315,0,1,0
156000,3314,0,1,0
156250,3312,0,1,0
156500,3314,0,1,0
156750,3313,0,1,0
157000,3311,0,1,0
157250,3314,0,1,0
157500,3315,0,1,0
157750,3309,0,1,0
158000,3309,1,1,0
158250,3313,1,1,0
158500,3312,0,1,0
158750,3311,0,1,0
159000,3308,0,1,0
159250,3310,0,1,0
159500,3304,0,1,0
159750,3306,0,1,0
160000,3302,0,1,0
160250,3360,0,1,0
160500,3368,0,1,0
160750,3359,0,1,0
161000,3348,0,1,0
161250,3301,0,1,0
161500,3301,0,1,0
161750,3298,0,1,0
162000,3297,0,1,0
162250,3301,0,1,0
162500,3300,0,1,0
162750,3299,0,1,0
163000,3300,0,1,0
163250,3296,0,1,0
163500,3299,0,1,0
163750,3299,0,1,0
164000,3295,1,1,0
164250,3297,1,1,0
164500,3297,0,1,0
164750,3296,0,1,0
165000,3301,0,1,1
165250,3297,0,1,1
165500,3297,0,1,1
165750,3297,0,1,1
166000,3299,0,1,1
166250,3245,0,1,1
166500,3233,0,1,1
166750,3243,0,1,1
167000,3251,0,1,1
167250,3301,0,1,1
167500,3299,0,1,1
167750,3298,0,1,1
168000,3300,0,1,1
168250,3297,0,1,1
168500,3298,0,1,1
168750,3295,0,1,1
169000,3295,0,1,1
169250,3299,0,1,1
169500,3298,0,1,0
169750,3295,0,1,0
170000,3292,1,1,0
170250,3291,1,1,0
170500,3290,0,1,0
170750,3295,0,1,0
171000,3293,0,1,0
171250,3293,0,1,0
171500,3290,0,1,0
171750,3289,0,1,0
172000,3292,0,1,0
172250,3346,0,1,0
172500,3355,0,1,0
172750,3344,0,1,0
173000,3339,0,1,0
173250,3289,0,1,0
173500,3291,0,1,0
173750,3292,0,1,0
174000,3292,0,1,0
174250,3291,0,1,0
174500,3292,0,1,0
174750,3289,0,1,0
175000,3292,0,1,0
175250,3291,0,1,0
175500,3294,0,1,0
175750,3298,0,1,0
176000,3298,1,1,0
176250,3299,1,1,0
176500,3295,0,1,0
176750,3297,0,1,0
177000,3302,0,1,0
177250,3302,0,1,0
177500,3304,0,1,0
177750,3299,0,1,0
178000,3303,0,1,0
178250,3303,0,1,0
178500,3305,0,1,0
178750,3307,0,1,0
179000,3307,0,1,0
179250,3305,0,1,0
179500,3307,0,1,0
179750,3308,0,1,0
180000,3308,0,1,1
180250,3305,0,1,1
180500,3307,0,1,1
180750,3301,0,1,1
181000,3307,0,1,1
181250,3303,0,1,1
181500,3306,0,1,1
181750,3302,0,1,1
182000,3304,1,1,1
182250,3305,1,1,1
182500,3300,0,1,1
182750,3300,0,1,1
183000,3301,0,1,1
183250,3299,0,1,1
183500,3303,0,1,1
183750,3302,0,1,1
184000,3298,0,1,1
184250,3300,0,1,1
184500,3305,0,1,1
184750,3282,0,1,1
185000,3281,0,1,1
185250,3280,0,1,1
185500,3304,0,1,1
185750,3305,0,1,1
186000,3303,0,1,1
186250,3303,0,1,1
186500,3307,0,1,1
186750,3305,0,1,1
187000,3306,0,1,1
187250,3306,0,1,1
187500,3306,0,1,1
187750,3309,0,1,1
188000,3308,1,1,1
188250,3308,1,1,1
188500,3311,0,1,1
188750,3310,0,1,1
189000,3311,0,1,1
189250,3310,0,1,1
189500,3314,0,1,1
189750,3309,0,1,1
190000,3312,0,1,1
190250,3311,0,1,1
190500,3312,0,1,0
190750,3306,0,1,0
191000,3311,0,1,0
191250,3310,0,1,0
191500,3303,0,1,0
191750,3307,0,1,0
192000,3306,0,1,0
192250,3305,0,1,0
192500,3304,0,1,0
192750,3303,0,1,0
193000,3303,0,1,0
193250,3296,0,1,0
193500,3301,0,1,0
193750,3295,0,1,0
194000,3295,1,1,0
194250,3296,1,1,0
194500,3297,0,1,0
194750,3294,0,1,0
195000,3296,0,1,1
195250,3294,0,1,1
195500,3296,0,1,1
195750,3295,0,1,1
196000,3295,0,1,1
196250,3294,0,1,1
196500,3294,0,1,1
196750,3292,0,1,1
197000,3290,0,1,1
197250,3292,0,1,1
197500,3292,0,1,1
197750,3295,0,1,1
198000,3296,0,1,1
198250,3292,0,1,1
198500,3296,0,1,1
198750,3297,0,1,1
199000,3299,0,1,1
199250,3294,0,1,1
199500,3297,0,1,1
199750,3298,0,1,1
200000,3297,1,1,1
200250,3301,1,1,1
200500,3300,0,1,1
200750,3297,0,1,1
201000,3300,0,1,1
201250,3295,0,1,1
201500,3296,0,1,1
201750,3295,0,1,1
202000,3293,0,1,1
202250,3299,0,1,1
202500,3297,0,1,1
202750,3296,0,1,1
203000,3292,0,1,1
203250,3292,0,1,1
203500,3291,0,1,1
203750,3291,0,1,1
204000,3292,0,1,1
204250,3290,0,1,1
204500,3293,0,1,1
204750,3293,0,1,1
205000,3288,0,1,1
205250,3289,0,1,1
205500,3294,0,1,0
205750,3291,0,1,0
206000,3288,1,1,0
206250,3292,1,1,0
206500,3295,0,1,0
206750,3291,0,1,0
207000,3293,0,1,0
207250,3291,0,1,0
207500,3295,0,1,0
207750,3293,0,1,0
208000,3295,0,1,0
208250,3295,0,1,0
208500,3297,0,1,0
208750,3300,0,1,0
209000,3302,0,1,0
209250,3300,0,1,0
209500,3299,0,1,0
209750,3305,0,1,0
210000,3302,0,1,1
210250,3304,0,1,1
210500,3304,0,1,1
210750,3308,0,1,1
211000,3308,0,1,1
211250,3310,0,1,1
211500,3310,0,1,1
211750,3308,0,1,1
212000,3306,1,1,1
212250,3311,1,1,1
212500,3310,0,1,1
212750,3310,0,1,1
213000,3309,0,1,1
213250,3306,0,1,1
213500,3311,0,1,1
213750,3311,0,1,1
214000,3308,0,1,1
214250,3307,0,1,1
214500,3304,0,1,1
214750,3307,0,1,1
215000,3307,0,1,1
215250,3307,0,1,1
215500,3304,0,1,1
215750,3306,0,1,1
216000,3301,0,1,1
216250,3300,0,1,1
216500,3303,0,1,1
216750,3303,0,1,1
217000,3299,0,1,1
217250,3303,0,1,1
217500,3303,0,1,1
217750,3304,0,1,1
218000,3306,1,1,1
218250,3301,1,1,1
218500,3306,0,1,1
218750,3301,0,1,1
219000,3307,0,1,1
219250,3307,0,1,1
219500,3304,0,1,1
219750,3308,0,1,1
220000,3304,0,1,1
220250,3308,0,1,1
220500,3304,0,1,0
220750,3309,0,1,0
221000,3305,0,1,0
221250,3306,0,1,0
221500,3306,0,1,0
221750,3307,0,1,0
222000,3310,0,1,0
222250,3309,0,1,0
222500,3306,0,1,0
222750,3307,0,1,0
223000,3309,0,1,0
223250,3307,0,1,0
223500,3307,0,1,0
223750,3305,0,1,0
224000,3302,1,1,0
224250,3302,1,1,0
224500,3300,0,1,0
224750,3302,0,1,0
225000,3300,0,1,1
225250,3299,0,1,1
225500,3297,0,1,1
225750,3295,0,1,1
226000,3297,0,1,1
226250,3295,0,1,1
226500,3292,0,1,1
226750,3292,0,1,1
227000,3292,0,1,1
227250,3289,0,1,1
227500,3293,0,1,1
227750,3292,0,1,1
228000,3291,0,1,1
228250,3290,0,1,1
228500,3289,0,1,1
228750,3291,0,1,1
229000,3289,0,1,1
229250,3290,0,1,1
229500,3292,0,1,0
229750,3288,0,1,0
230000,3293,1,1,0
230250,3290,1,1,0
230500,3293,0,1,0
230750,3289,0,1,0
231000,3291,0,1,0
231250,3296,0,1,0
231500,3296,0,1,0
231750,3295,0,1,0
232000,3295,0,1,0
232250,3294,0,1,0
232500,3295,0,1,0
232750,3297,0,1,0
233000,3296,0,1,0
233250,3296,0,1,0
233500,3296,0,1,0
233750,3300,0,1,0
234000,3298,0,1,0
234250,3296,0,1,0
234500,3297,0,1,0
234750,3300,0,1,0
235000,3301,0,1,0
235250,3295,0,1,0
235500,3296,0,1,0
235750,3299,0,1,0
236000,3300,1,1,0
236250,3297,1,1,0
236500,3297,0,1,0
236750,3296,0,1,0
237000,3294,0,1,0
237250,3294,0,1,0
237500,3298,0,1,0
237750,3298,0,1,0
238000,3297,0,1,0
238250,3294,0,1,0
238500,3295,0,1,0
238750,3298,0,1,0
239000,3297,0,1,0
239250,3294,0,1,0
239500,3297,0,1,0
239750,3297,0,1,0
240000,3298,0,1,1
240250,3296,0,1,1
240500,3298,0,1,1
240750,3297,0,1,1
241000,3304,0,1,1
241250,3301,0,1,1
241500,3303,0,1,1
241750,3305,0,1,1
242000,3303,1,1,1
242250,3304,1,1,1
242500,3309,0,1,1
242750,3308,0,1,1
243000,3309,0,1,1
243250,3309,0,1,1
243500,3308,0,1,1
243750,3311,0,1,1
244000,3310,0,1,1
244250,3311,0,1,1
244500,3310,0,1,0
244750,3313,0,1,0
245000,3312,0,1,0
245250,3315,0,1,0
245500,3311,0,1,0
245750,3315,0,1,0
246000,3308,0,1,0
246250,3309,0,1,0
246500,3308,0,1,0
246750,3308,0,1,0
247000,3311,0,1,0
247250,3306,0,1,0
247500,3310,0,1,0
247750,3303,0,1,0
248000,3303,1,1,0
248250,3302,1,1,0
248500,3306,0,1,0
248750,3303,0,1,0
249000,3304,0,1,0
249250,3300,0,1,0
249500,3303,0,1,0
249750,3304,0,1,0
250000,3298,0,1,0
250250,3298,0,1,0
250500,3303,0,1,0
250750,3298,0,1,0
251000,3303,0,1,0
251250,3301,0,1,0
251500,3297,0,1,0
251750,3299,0,1,0
252000,3302,0,1,0
252250,3303,0,1,0
252500,3298,0,1,0
252750,3303,0,1,0
253000,3303,0,1,0
253250,3303,0,1,0
253500,3303,0,1,0
253750,3305,0,1,0
254000,3304,1,1,0
254250,3299,1,1,0
254500,3304,0,1,0
254750,3304,0,1,0
255000,3304,0,1,1
255250,3303,0,1,1
255500,3303,0,1,1
255750,3302,0,1,1
256000,3304,0,1,1
256250,3302,0,1,1
256500,3301,0,1,1
256750,3299,0,1,1
257000,3301,0,1,1
257250,3297,0,1,1
257500,3298,0,1,1
257750,3293,0,1,1
258000,3292,0,1,1
258250,3295,0,1,1
258500,3296,0,1,1
258750,3292,0,1,1
259000,3293,0,1,1
259250,3292,0,1,1
259500,3291,0,1,1
259750,3286,0,1,1
260000,3292,1,1,1
260250,3289,1,1,1
260500,3290,0,1,1
260750,3288,0,1,1
261000,3290,0,1,1
261250,3290,0,1,1
261500,3285,0,1,1
261750,3290,0,1,1
262000,3289,0,1,1
262250,3290,0,1,1
262500,3287,0,1,1
262750,3293,0,1,1
263000,3293,0,1,1
263250,3294,0,1,1
263500,3290,0,1,1
263750,3296,0,1,1
264000,3296,0,1,1
264250,3296,0,1,1
264500,3299,0,1,1
264750,3295,0,1,1
265000,3298,0,1,1
265250,3301,0,1,1
265500,3298,0,1,0
265750,3299,0,1,0
266000,3303,1,1,0
266250,3302,1,1,0
266500,3301,0,1,0
266750,3298,0,1,0
267000,3299,0,1,0
267250,3300,0,1,0
267500,3300,0,1,0
267750,3301,0,1,0
268000,3301,0,1,0
268250,3299,0,1,0
268500,3303,0,1,0
268750,3301,0,1,0
269000,3301,0,1,0
269250,3304,0,1,0
269500,3303,0,1,0
269750,3303,0,1,0
270000,3303,0,1,1
270250,3297,0,1,1
270500,3303,0,1,1
270750,3299,0,1,1
271000,3303,0,1,1
271250,3301,0,1,1
271500,3301,0,1,1
271750,3302,0,1,1
272000,3303,1,1,1
272250,3301,1,1,1
272500,3301,0,1,1
272750,3299,0,1,1
273000,3299,0,1,1
273250,3302,0,1,1
273500,3301,0,1,1
273750,3305,0,1,1
274000,3304,0,1,1
274250,3304,0,1,1
274500,3304,0,1,0
274750,3309,0,1,0
275000,3306,0,1,0
275250,3311,0,1,0
275500,3311,0,1,0
275750,3308,0,1,0
276000,3308,0,1,0
276250,3309,0,1,0
276500,3310,0,1,0
276750,3311,0,1,0
277000,3309,0,1,0
277250,3312,0,1,0
277500,3311,0,1,0
277750,3309,0,1,0
278000,3313,1,1,0
278250,3313,1,1,0
278500,3312,0,1,0
278750,3313,0,1,0
279000,3310,0,1,0
279250,3311,0,1,0
279500,3305,0,1,0
279750,3309,0,1,0
280000,3303,0,1,0
280250,3308,0,1,0
280500,3303,0,1,0
280750,3302,0,1,0
281000,3303,0,1,0
281250,3304,0,1,0
281500,3302,0,1,0
281750,3302,0,1,0
282000,3298,0,1,0
282250,3296,0,1,0
282500,3297,0,1,0
282750,3295,0,1,0
283000,3294,0,1,0
283250,3296,0,1,0
283500,3295,0,1,0
283750,3297,0,1,0
284000,3294,1,1,0
284250,3297,1,1,0
284500,3295,0,1,0
284750,3292,0,1,0
285000,3293,0,1,1
285250,3295,0,1,1
285500,3299,0,1,1
285750,3294,0,1,1
286000,3295,0,1,1
286250,3295,0,1,1
286500,3299,0,1,1
286750,3295,0,1,1
287000,3297,0,1,1
287250,3296,0,1,1
287500,3298,0,1,1
287750,3302,0,1,1
288000,3296,0,1,1
288250,3302,0,1,1
288500,3302,0,1,1
288750,3301,0,1,1
289000,3300,0,1,1
289250,3298,0,1,1
289500,3294,0,1,0
289750,3297,0,1,0
290000,3299,1,1,0
290250,3299,1,1,0
290500,3295,0,1,0
